Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Libya,LBY,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6514.3215039851,7040.7019241118,7284.7479910691,6446.9331355866,5892.4622557015,5161.6833418934,5537.1838161116,5999.0266505697,5244.8803103149,6821.3125193335,7145.6284936342,6269.5801231263,3705.4426381076,4676.9675025713,5806.0836035857,8171.3616508288,9344.9875179453,11308.5666057964,14396.0486485106,10296.9735275996,12120.5621692062,5602.5494342549,5602.5494342549,5602.5494342549,5602.5494342549,5602.5494342549,5602.5494342549
St. Lucia,LCA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,774.1693000709,891.2935511595,1065.745279203,1240.3177500095,1404.5028271578,1508.4437988015,1606.8826607282,1748.7469633724,1908.5335948995,2252.308785667,2442.1066288139,2744.9474966793,3056.269021677,3502.2791507359,3665.5855961558,3994.3261634014,4004.2517842608,4130.9325187822,4355.4957598985,4444.1503931786,4480.5580437141,4814.8612371405,5000.4821412034,4996.2677189547,4693.8615336864,4684.104533544,5117.8591946982,5504.4789999582,5810.1773236887,6424.2574265185,6877.5181678259,7014.9853138802,6905.2513061997,7196.0413420722,7367.0203926141,7428.8066314377,7503.4281292564,7857.2767960143,8076.1131321948,7744.4451726394
Latin America & Caribbean,LCN,GDP per capita (current US$),NY.GDP.PCAP.CD,368.9795649263,381.3555799011,427.1458045283,418.1239167371,451.9509921357,473.9442881431,506.5755552376,505.6634401235,530.7448775397,579.8157474318,614.5547980927,670.4089042686,735.1792737666,939.2095452499,1190.6285425263,1219.7157548461,1325.0202986763,1425.6580938742,1580.0694896028,1839.0548681935,2133.7198230588,2404.1155210827,2200.683387935,1913.3417656825,1848.4754896236,1863.8258597151,1859.476967554,1919.3707305749,2148.4654986728,2304.3199331526,2630.0564037668,3177.4367116654,2943.676189181,3332.0144026931,3761.0474991597,3943.2973536629,4172.2086808086,4494.2366832658,4457.3096704218,3964.2321079427,4310.139302596,4143.0364438656,3664.9801568521,3724.372953792,4246.3854283513,5075.1161039454,5877.1915865538,6845.634086879,7859.9042950675,7299.8861216067,8943.0981242931,10047.1764136388,10021.2316139274,10154.6712391121,10233.9922862664,8645.8293329397,8303.6269546729
Least developed countries: UN classification,LDC,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,270.8388136901,287.1395090283,304.3499554524,303.600349592,306.7352717937,307.4217229105,306.3527211653,262.2582493152,258.7082123545,234.9444155257,260.5935412471,280.4648978996,289.3668556519,283.7467832005,279.9284768135,309.6770099122,287.3529605439,302.3802971689,333.7028677183,373.7841190443,426.8697011071,487.5415623905,579.6282463577,704.0515656929,703.6116375996,776.5169835101,862.0860001365,893.7557803747,945.6022433265,1001.2748047956,969.9236128991,958.8783606026
Low income,LIC,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,319.5989255285,300.4492303245,306.6543374072,279.1509957548,250.2468743963,253.0429014335,279.9761654481,284.7015633215,299.2586000837,288.2280822567,298.3206885963,296.2090537745,254.4888334494,246.3770113468,202.0288007199,226.5790031826,245.7931970479,247.3590907095,243.4835919157,237.2916289615,266.5891328118,234.2017300063,246.0276433178,262.7777853835,291.3232819766,327.3206076062,353.3552958255,410.0263256662,480.6615751055,497.548459176,517.8028101616,568.6102913005,595.5358089689,624.7519405372,656.1662412899,625.617385736,615.0728016683
Liechtenstein,LIE,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,4236.9306684903,4827.7928828107,5640.4643135964,7354.1023679927,8441.0478422118,10514.9999648839,11389.0277948944,12418.0145770778,17503.3321341952,19773.6735172943,20671.9985934182,19511.0849054699,19690.3764464683,19579.0812574857,18607.8766208979,19410.7567070432,28315.839543759,37869.3384518914,41351.0471976353,39426.9340981611,49447.4637201217,50987.7704519446,55300.4681580837,55921.1368619836,64156.7010598225,78761.7615979255,79937.2147622405,72190.7905862245,76641.055196248,81116.4391651111,74624.5599589883,74005.0104482362,79035.5347913764,89469.7508674512,99848.6150412484,104994.018301942,113983.16776211,130267.243270796,142973.83089993,125945.00962441,141165.082856705,158283.076259582,149295.646043634,173528.150454463,179478.584827866,,179478.584827866
Sri Lanka,LKA,GDP per capita (current US$),NY.GDP.PCAP.CD,142.4690733205,142.0463936952,137.3318374606,117.2436466554,120.1272951628,152.1246262747,153.1139599821,158.8878937517,150.2121862754,160.4265604381,183.5121134917,186.7067454955,198.5799197892,219.6642731648,269.0896165436,280.9201352628,261.8152553264,294.3989085399,192.6133795985,232.4911161029,272.9112293739,297.4233283387,315.8959338115,336.9133126128,387.8248631693,377.6426613617,398.2596881106,408.9703849419,420.5611752705,414.8962462902,470.3449568591,520.071800623,553.6984498896,583.183643714,654.176206388,720.9083523833,763.1926620126,823.6595472198,857.2576850566,844.8266706006,875.4121779671,837.6990786595,873.1472436287,989.4547732126,1074.6060922248,1259.8075907972,1448.7610104811,1644.8163723216,2054.4891915896,2106.6815841113,2819.5111605615,3220.9926148951,3350.5213749528,3610.28937355,3820.5409941885,3844.891229954,3835.3948171134
Lower middle income,LMC,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,128.398548962,113.7744944525,118.5284326543,124.0949720496,135.3172818777,145.4072584438,147.8081691399,153.4025998311,178.5765763184,224.0525031545,242.9356791182,257.2478916937,287.7309217873,314.4918615842,349.6141194372,424.0349288838,437.216875633,430.755803359,410.8721580575,399.644029244,410.6866584399,418.1642208461,449.124806283,457.4749147359,453.865083752,474.7281213789,447.1853132396,456.5937513976,452.7705338163,482.1808940906,531.2633797483,572.3890781663,580.3062855821,515.3213205442,549.0421501,570.979542981,566.4238160861,597.998310354,673.9359036511,757.8607268332,858.4626761945,1004.2248618989,1216.5483487809,1346.6649034809,1358.2919998156,1690.4388716357,1882.9382266468,1944.6481549867,1998.7366169496,2072.7638305066,2031.8664436423,2075.1417499863
Low & middle income,LMY,GDP per capita (current US$),NY.GDP.PCAP.CD,141.8982685641,135.0255398009,138.6051804125,145.7350165299,158.2806549502,171.0662885421,173.0190051492,173.4930357262,179.2346677108,195.6476348612,209.1305987127,220.3616007377,240.6942122064,297.5411263964,372.0674007917,403.0272174295,427.3959987917,471.5370047596,501.5532895859,584.4156915645,668.72879846,704.8903321697,686.6667206978,660.5762566131,657.2753285599,678.7665061913,695.797702146,701.170498096,743.217563929,774.3843611647,854.2512386259,894.3686248727,868.3517712067,909.5603266164,969.8476988447,1067.3296067924,1144.8760517956,1192.1233881859,1137.7614876794,1094.3124689587,1177.7816137344,1171.9144645845,1178.5844306125,1314.0072202148,1537.5972233468,1807.7232913798,2119.3193188258,2594.3983925127,3075.9146103947,2965.2396111547,3576.7966412109,4172.6096909881,4378.2486944924,4587.0992034202,4701.2568926838,4404.5132182969,4351.9543749058
Lesotho,LSO,GDP per capita (current US$),NY.GDP.PCAP.CD,40.6055353025,41.2012136877,47.4502225384,52.3443123037,56.7129433676,58.7785664105,59.544747694,60.9985412262,61.9720916323,65.183500903,66.5394949204,72.5324911668,75.1768325288,110.241719192,134.2221286989,129.9808487146,125.1599687691,159.652648961,214.3876694826,227.2663324736,329.4064935194,323.1311047846,253.2020222338,274.1694919518,231.005221359,182.4672961752,212.594947354,264.0350125577,303.4256081194,314.3388168852,371.84424001,430.9096774788,498.4844809519,491.4205424,506.9977796688,568.8163773431,529.3669632511,551.2410622467,506.9946022632,493.2493736076,474.819787555,437.8190183764,407.8093905221,603.6362789989,781.5145935824,862.946311802,915.775750377,918.4327017182,934.4208563048,923.1360931215,1173.2602119996,1352.3843026069,1281.5001604769,1196.0133498587,1174.8392142672,1073.8280934817,998.1343715576
Late-demographic dividend,LTE,GDP per capita (current US$),NY.GDP.PCAP.CD,155.5331752791,143.3554401546,148.4770500664,157.3043698684,169.7988784366,185.2827525209,200.8820215482,198.2640418015,197.9803905197,216.1467977878,239.9027996789,260.9863093561,293.1117356298,364.7886129953,421.4444758496,455.1508949662,488.7358936276,558.9897843339,574.0786737606,676.1369710274,755.8823417421,790.2571274341,796.5176259297,726.1685390641,753.979672811,794.3584757061,832.2840645656,863.6914764042,936.684276953,1045.9954062496,1096.5078911359,1191.0935887411,1099.2261680693,1127.1008342819,1277.1866266955,1551.789085745,1684.9798633188,1746.3596474449,1666.1746370149,1526.1616378197,1664.6504284378,1708.1940771533,1797.2762170004,2035.9861290475,2431.3602478291,2914.2144444042,3494.8869529254,4374.4993381522,5404.9311761522,5191.8772569127,6194.9038685051,7501.2985227854,7965.6692456089,8526.5919630783,8811.362465815,8200.7760037475,8144.6457745256
Lithuania,LTU,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2168.7960990121,2328.1538078313,2830.7375333809,3166.8956481412,3113.5464279562,3297.3547008411,3530.1473373189,4146.9879278393,5505.5356688311,6706.9669984393,7863.1620086517,9240.6425479744,12297.9153480396,14961.5681759187,11837.3910271086,11984.8685698823,14357.7367898041,14341.0830628051,15712.8237625955,16554.9713919032,14252.4285255672,14879.6802989698
Luxembourg,LUX,GDP per capita (current US$),NY.GDP.PCAP.CD,2242.0158166161,2222.3663663628,2311.7988489362,2441.0385553001,2755.6331165328,2780.0927188658,2900.4332184398,2909.6606293686,3175.3673688269,3658.9006829689,4449.5403867819,4591.7475031337,5680.1298953295,7709.7293868761,9282.8081088734,9008.0278904461,9825.2382664045,10855.9818571963,13493.8525825209,15740.2874970898,17113.842251689,14324.8919710957,13034.8116600784,12810.2188335898,12554.4171841488,12921.9584210817,18789.6570759228,23234.566578981,26108.3439636069,27556.3635885832,34645.1432443401,37007.4387468692,40965.7443180141,41479.0872043957,45481.8922019757,52831.2523660674,52571.9349918208,47042.3471077882,47584.4643916109,51654.4027951819,48735.995492187,48179.4208526047,52930.6411522641,65445.8850307407,75716.3510789884,80289.696409954,89739.7116961301,106018.492790674,114293.84332087,103198.669312625,104965.306078267,115761.507705096,106749.013622989,113751.80046403,119172.741757442,101909.822325793,102831.321482811
Latvia,LVA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2329.2708539058,2429.591085236,2682.3164526783,2977.1487721203,3151.3258016971,3352.7312961928,3572.8051302201,4132.3492068981,5134.9056939727,6351.0801254716,7558.7420062292,9667.9757000802,14044.0158891923,16348.53120679,12219.3737898048,11326.2194746243,13702.6894696051,13822.8055940347,15032.2292372545,15725.0137425111,13666.5833641408,14118.0639067571
"Macao SAR, China",MAC,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,4499.887070673,4296.9327713542,4751.2168924893,4756.4093648679,5132.2765429277,6297.1274753345,7071.9734953912,8060.2182275635,9364.9093136129,10558.217835651,13460.8841328512,15189.9807215212,16578.0618374988,18139.1962295726,18097.4006118392,17957.9463796762,16451.3386377369,15505.2787451867,15702.8555275752,15547.8735275484,16312.6377158653,17809.5981547644,22453.1923456372,25058.5359342937,29979.8544741413,36402.5605083473,40667.8842333195,40881.3806423831,52374.7944457228,66813.3497409986,76496.3661850194,89524.8443607146,94004.3898288491,75573.4807143851,73186.9601431088
Morocco,MAR,GDP per capita (current US$),NY.GDP.PCAP.CD,164.8007790392,158.9240913368,181.183703096,196.534112346,201.2693656022,206.4651522262,196.3422036778,202.9008860663,212.8106849517,232.1985787352,246.088042821,265.2671534488,302.5983943677,364.6223686087,438.916408545,502.544832944,523.8373370023,589.7001078702,689.3818558845,808.5414825395,1077.2429415711,860.4683258487,835.140189545,748.8667871132,667.3331805736,659.833501846,838.4335711009,918.628862594,1063.760775125,1068.3257144151,1202.5675306951,1263.0600804186,1295.4226316097,1195.5953221682,1322.870400056,1428.0661823297,1556.7863873654,1393.2241492985,1469.0319450968,1444.9890546405,1332.3823579804,1336.7753762067,1413.7571760701,1721.9738630293,1948.8122747998,2013.7555592697,2191.4785674736,2494.3535524913,2884.9477601454,2861.5540046668,2834.2047198969,3039.9160155566,2904.7467277321,3111.762886541,3154.5134842095,2847.285568714,2832.4297771362
Monaco,MCO,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,12479.7252607401,13813.3005043321,16733.6216056562,21422.8411604046,22707.4560380278,28254.2760735621,28810.8730139508,31432.8694404664,38353.8059335114,45838.162283149,51528.5472297299,44366.2945632425,41385.3559144016,38887.7658307479,36381.6973993699,37553.3579511557,52174.8420590819,63043.1782276345,68434.2283934534,68576.5847162541,84286.6963501872,83732.7014531734,91654.1190072217,85421.7258336278,89404.0733210319,101993.122374332,101328.794622793,90882.9218831735,93093.258537093,91383.9404926131,82534.873766793,82552.5674525451,89061.0506658065,108978.489682171,123382.014903467,126655.598081739,135535.002415069,170156.694367875,192989.189526501,152111.598026927,144246.368774966,162009.877819276,,,,,162009.877819276
Moldova,MDA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.9873794853,462.1720075975,528.1777629862,448.8413622198,321.0267964814,354.0037318782,407.7302431871,458.6778168363,548.2896866905,720.9409320721,831.2052862106,950.6482043627,1230.4346847203,1695.9728111438,1525.5261188276,1631.5358317953,1970.5713725334,2046.5367866511,2243.979662444,2244.7637624833,1832.4990518988,1900.201479348
Madagascar,MDG,GDP per capita (current US$),NY.GDP.PCAP.CD,131.9930360215,133.847581549,138.1198491344,138.40716571,142.6593398741,144.4846549674,152.1078201309,157.4763870513,165.4784550656,165.0115730166,169.0705601049,177.4984099961,193.1285548347,231.4361855048,261.0353413861,302.1494676283,280.679038857,294.9339881539,324.3844957088,408.937427733,463.7314660238,400.7056030525,381.8658013222,369.4728714246,300.5340905699,283.9858033895,314.7460511071,240.9554524163,223.0112763815,221.6820330134,265.676118926,222.153744315,245.8643162272,265.9345073796,227.8369054822,234.4940582079,287.3565595939,247.1294102324,252.4652058037,243.2527514625,245.9390658508,278.5557031767,262.2859481155,316.7998964905,245.1235875833,274.8197022993,292.1507442876,377.8482928235,470.7332540045,415.6893225915,412.7309341377,454.9634639764,443.9061001115,461.7230721742,452.4631925749,401.8575950607,401.318870069
Maldives,MDV,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,268.1035209075,273.1659313365,282.0419145304,327.9150538345,598.5337551136,670.5175128138,722.6739963541,695.4814816429,803.3469679106,875.0682066995,986.6468130073,1076.9528312023,1217.3220451366,1331.9282741147,1452.5893187301,1564.6625685108,1719.0165189024,1925.0894029505,1992.9756369781,2104.4276914674,2182.9970114847,2980.0675978154,3020.3072390572,3432.2478412829,3853.3334084535,3488.4937694704,4428.5228978979,5002.8622851003,5828.6213743094,5970.1605902778,6330.7949804155,6497.5504427467,6541.0704649927,7112.3357500955,7716.2040154613,8395.7851975038,8601.6324883815
Middle East & North Africa,MEA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,247.3650617556,268.5171310875,291.4879241787,327.6491859045,388.0852896671,509.0036589346,904.9927851336,961.8839384728,1162.2253818898,1310.3395808135,1351.1447965584,1711.9061101281,2150.3843848046,2151.3851120233,2069.0818929504,2031.8133634798,1994.3063455449,1958.5386132817,1938.3271566085,1740.1780998799,1676.131252924,1680.8642004558,2127.5465479388,2076.7574557108,2222.2163799951,2186.0321371665,2226.5715635327,2468.9906400835,2738.61028084,2784.7194639232,2653.5445634937,2787.2967284085,3049.6180848505,3003.4533305783,2936.2810320175,3245.761013411,3697.4255761184,4366.5504935443,5006.1343259341,5800.9397602933,7094.5317098961,6189.3369266998,7075.5948768996,8299.1951308154,8689.3344043335,8642.9476770136,8436.9653139712,7350.7343431232,7124.6885733848
Mexico,MEX,GDP per capita (current US$),NY.GDP.PCAP.CD,342.0162858012,359.2909257588,374.4455171354,403.8241406509,463.8963068649,489.2026749498,528.9433374661,559.9089450323,600.5567265804,644.8533769416,683.1021901058,729.7433200387,814.3407663316,964.9220948102,1218.1205812132,1445.7124320006,1421.5676497181,1271.6552807922,1552.3659383063,1987.0173168482,2802.1105168497,3522.6833091745,2392.765705073,2006.3859427473,2317.6399466612,2384.5840274835,1639.8508820869,1742.3398983302,2231.1832867047,2664.0699459642,3077.7450713916,3611.4440140086,4093.3938312648,5562.4758542792,5710.0554866892,3655.5975923255,4153.1479013409,4939.8237441835,5079.9722143007,5777.2316812774,6720.9021132712,7031.3788639292,7106.0820193901,6751.9989868351,7199.059665362,7986.7984385207,8767.9202584928,9330.3416866739,9689.052887314,7748.1233008496,8959.5814158753,9834.4726885096,9820.5325715755,10298.8676612051,10452.2776576596,9143.1284937655,8201.3062528823
Marshall Islands,MHL,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,972.6272222745,1047.6447644765,1196.5206924223,1234.7583490605,1144.6795189523,1392.6226246145,1494.152254881,1604.2484624288,1588.9902649845,1659.1822064358,1702.0526044353,1844.2018712787,1987.3121803069,2136.8462679189,2356.7578163285,2156.7284683177,2056.2001857154,2093.4443909485,2073.3673841664,2126.9138595449,2206.6975835042,2391.4854864067,2434.7148668355,2517.6940507739,2646.1338968399,2758.489189293,2893.3693588311,2928.1301466927,2917.2629969419,3142.6094420601,3286.4165810209,3513.9623644684,3617.7523535317,3461.645052743,3385.9040646111,3448.5357856255
Middle income,MIC,GDP per capita (current US$),NY.GDP.PCAP.CD,146.0669392196,138.8271520325,142.1940056271,148.291057565,163.6107015906,176.2563298613,177.8215529261,178.8795057134,184.9666072768,201.9164294661,216.2386065765,227.7215524312,248.8767127337,308.364457808,386.6926198164,418.4863282121,445.1932398399,490.9793719966,521.398644814,609.3497048874,699.622498114,740.011193571,720.0153560646,693.9134639141,692.5704321332,715.7938467847,732.497115769,738.1820243599,782.8962322699,817.8604741175,903.9327288282,948.1266163482,923.5998229934,969.6178124285,1039.2167118731,1144.2969264154,1228.1172729211,1280.1997405689,1222.8234545306,1176.6013371032,1265.8780909358,1263.6406015337,1272.0081694119,1421.6442485454,1666.9825977745,1962.6604887097,2305.7575590586,2827.7006589098,3356.9564161457,3235.7011691849,3913.2204899828,4573.46908323,4803.8586397639,5039.6357382082,5170.1667795386,4848.5368687021,4798.2484963373
"Macedonia, FYR",MKD,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2240.1392135108,2355.2602154411,1164.9149213244,1285.3624258848,1706.2446834123,2243.4745289336,2222.8131278674,1868.0306114227,1774.8220366342,1814.5125225724,1854.1459561011,1815.9200907112,1961.2037355361,2408.8001100553,2762.5617013497,3037.7545847472,3325.6132419016,4036.1402372204,4793.2929589206,4543.8902435592,4542.9041044918,5064.041106005,4698.6894759835,5211.4992004993,5469.2178984218,4834.1367229739,5237.1476704612
Mali,MLI,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,48.2798654835,59.4675275565,57.9918001151,60.4756500013,71.154703239,79.1574879222,90.1001936662,84.5976489245,128.1510319644,142.3768854353,156.4028270298,178.9854421613,229.3402095551,248.1889336814,212.732609925,180.53818887,172.0320335018,160.252842778,177.7599163292,232.8253037331,259.1339158458,265.1403079969,262.5685977271,316.8165940903,314.8369994165,319.191411985,309.5150779747,222.5767978916,281.7886811185,282.0813439916,266.6680469926,281.3221274351,322.5386800047,269.3483829165,306.8473237287,334.2024015901,391.7912800707,439.3572924476,487.9402556378,521.6425796264,595.6368318803,689.6784227571,697.0153123573,708.3707632474,835.0889097597,777.3476867595,777.6059138898,825.5729914873,729.7205338465,780.5071108745
Malta,MLT,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,828.421680336,874.0663355959,975.758800876,1143.6202030953,1245.3612249014,1560.1121535752,1726.559448453,2037.8973369781,2558.7402553294,3195.5525857477,3948.4031261498,3898.2430374391,3788.0506324065,3527.0400001399,3332.8853568226,3322.4212829917,4194.6539392483,5083.6691392063,5814.3647713052,6040.6098622595,7191.9236025962,7558.2773825749,8220.2455176794,7296.3101435539,8000.5180045223,9114.3580652134,9397.8009183472,9679.8828569778,10183.6759897077,10648.9888960115,11039.0565074511,11021.7863554641,11843.9390200563,13689.989987991,15109.0549683959,15835.3466687883,16671.5671992638,19375.569601363,21928.7006740562,20675.5825862064,21087.7946931036,22821.8406972896,21930.8083576552,23930.1880818804,26180.9259852411,23819.4635962242,25058.1706055815
Myanmar,MMR,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.1874804419,138.9249275495,143.77600512,219.7823259758,219.8156688105,247.2427006207,296.9007283889,410.4500001393,643.9513702886,741.0777115902,987.7365832022,1186.4239373895,1171.5082574597,1168.803946727,1262.8937816753,1194.5901367345,1275.0176081483
Middle East & North Africa (excluding high income),MNA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1193.1325037013,1197.7595784641,1337.7038774986,1519.7327592798,1529.9328497029,1522.9742942663,1580.4979723734,1607.8902453317,1634.326636396,1559.0517329947,1728.6450405262,1945.8541975497,2255.1791232488,2573.9395689131,3115.5076260326,3788.4038021045,3580.6531588456,4061.4136712129,4614.8105311332,4790.8621732264,4615.9822372413,4373.8280629873,3933.9501054006,3933.9501054006
Montenegro,MNE,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1627.0428933387,1909.5839571783,2106.2432740634,2789.1073497131,3380.1995346968,3674.6179242797,4383.595097082,5957.1456931201,7325.7034740518,6698.079438624,6682.2811577458,7318.7424485412,6586.7192089878,7186.4297868215,7378.3452890295,6461.1925542663,6701.0000802424
Mongolia,MNG,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,1332.6405630309,1435.7670965977,1495.0157487283,1121.6641636693,1137.6903538773,1465.4484023838,1485.5396261231,1533.4450392095,1670.6928699005,1172.4430658221,1072.6358351913,587.3013992632,339.5199868127,405.9718114908,631.9148653432,580.9110948912,505.6029159792,477.349729358,445.0069434166,474.2133360861,524.0145923889,571.5018830263,646.056129498,797.8377432266,998.8226671027,1334.6518961263,1634.0814313969,2139.6256308641,1717.8987612997,2650.3536590073,3769.5952550519,4368.0822475511,4385.3793546885,4181.5833210635,3944.1800387225,3686.4516981052
Northern Mariana Islands,MNP,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18672.8327734392,18376.7909584409,18427.4248815924,16644.703815261,16048.5021398003,15761.2622452237,16350.0548484268,14279.5559866365,14681.0230780538,13628.0816569367,13980.4162478127,14434.8212302909,15348.4614819711,16819.9065966141,16819.9065966141
Mozambique,MOZ,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,297.6188829496,291.5253916808,291.0872127874,255.6884981277,262.659868911,343.1994566359,402.565450484,180.7958247202,161.0123545473,177.1997292135,189.6245382163,240.1242746973,162.8269598204,163.6143936602,161.7048809044,160.0176176955,216.8754283479,253.10964778,284.3732910187,301.5394719888,277.6486590956,256.4414871984,262.884055131,283.8911587792,336.331814517,369.1545358723,385.7567141471,422.1461573342,503.1277108729,463.8526179811,419.2258149427,526.5313516641,566.0513872553,605.9856080814,623.2871141463,528.3125597137,382.0693304256
Mauritania,MRT,GDP per capita (current US$),NY.GDP.PCAP.CD,107.9150267678,121.9696782779,122.2522702937,121.5762944372,157.6110411822,174.0960887318,176.4789416215,181.720347701,194.443050288,178.9259649396,182.2149846713,191.9356585167,217.5880401006,266.1606145267,321.3321701289,358.1858428145,383.4616262217,384.1278676892,375.8763758513,432.0871250689,462.191763962,473.732776003,461.6351802838,471.3744343455,422.4385469454,385.9978942832,441.1599122235,486.2807330715,497.855700346,496.7178638656,502.2317527874,692.349647641,683.8337739922,568.2107979442,581.9098342721,608.1869746863,601.7734653778,567.2228465983,539.4253598345,534.7159444253,477.4761023586,464.2297580184,460.954232182,528.5806613407,602.5472859832,697.7451988604,944.1304850528,1013.3102795244,1167.5356894376,1046.8380508651,1203.3836748551,1393.2615931438,1364.2837450222,1450.5780380708,1326.6688020634,1158.25646878,1077.5561362616
Mauritius,MUS,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,779.9071318969,897.6704136069,1092.2677443802,1280.3924455494,1176.498053667,1170.0534204181,1091.0997139281,1093.0090792865,1032.3127308563,1058.9048348987,1428.5329211313,1822.9779642477,2054.6437467088,2084.2578051925,2506.1793122671,2669.3277004061,2973.2069774244,2973.7978209964,3197.3310236796,3599.5552019296,3899.43519245,3646.63062599,3593.2340808955,3651.2322864798,3861.0324142933,3792.1821524999,3957.5129057148,4623.3476417456,5229.876738231,5116.0454238396,5695.9693270493,6574.6543381149,8030.063005373,7318.1264097242,8000.3764318215,9197.0269715206,9291.227618619,9637.0026500096,10153.9382184867,9252.1107242905,9627.5957852235
Malawi,MWI,GDP per capita (current US$),NY.GDP.PCAP.CD,45.0340893263,47.1835282561,48.3876597313,49.2805624133,49.1344100075,56.5357651887,62.6244451768,63.3065380727,56.0923656923,59.2716516767,63.1054727372,77.2705681064,83.563124898,88.9148601464,106.7102187279,115.8547358152,122.8864352852,143.2716189928,163.4249422501,176.7856637981,200.818757308,195.6022858943,181.9882484259,183.6299774501,175.1796248097,156.8899623882,155.2294351667,145.6967750251,159.770081429,174.8498275686,199.2872720095,228.5552392991,184.9518703471,212.2465639911,120.6292553609,141.0275216287,225.6267759587,256.5280662371,163.5335888881,160.7988767828,153.2594872348,146.7615397252,290.9798976878,260.1052516977,274.2256294021,280.3673842267,297.6971211259,320.2227274398,372.8426779559,420.7379657377,458.8681744277,512.1254050554,374.5018801928,332.9223039043,354.7253960889,362.6575443523,300.7948251131
Malaysia,MYS,GDP per capita (current US$),NY.GDP.PCAP.CD,234.9168929033,225.9164441337,230.2479321932,279.7084078643,289.0049804101,310.3277629287,321.0974730741,317.4289183546,323.4082023738,347.3786591807,357.6618643029,383.6748012508,445.3511802882,661.0192697738,799.9231515445,764.5550632008,886.2154727723,1027.274197612,1246.5358912025,1576.0293690412,1774.736309611,1769.126938884,1852.3309806513,2047.8826355735,2234.3564771839,2000.1459775573,1728.5435586713,1947.4423711617,2071.4548796046,2215.3645002848,2440.5918013659,2652.1442242715,3111.9768791646,3431.370186219,3726.3406669543,4328.000017693,4797.2913709784,4637.3204809975,3263.5209830035,3493.4652294035,4045.170471359,3915.1150459564,4167.3643865351,4463.6758934259,4955.477742712,5593.8229954036,6222.9829548198,7269.1711404201,8513.6295414071,7326.7444348646,9071.356986721,10405.120619133,10779.4964087235,10882.2784207824,11183.9619119992,9643.6446833846,9502.5683962517
